video_url,title,author,source_query,manual_relevant,manual_notes
https://www.douyin.com/video/7664093326882180367,我要建造最豪华的悬崖别墅来避暑！ROBLOX,@麟麟七解说,短视频代运营,,
https://www.douyin.com/video/7670434553390992682,汽车集装箱盲盒挑战，小伙请法师开箱竟然开出价值连城奔驰大G #集装箱盲盒 #寻宝 #盲盒开箱 #陌陌,@小石综艺咖,短视频代运营,,
https://www.douyin.com/video/7681674711725624603,当MC每次睡醒都是100年后了！如何生存下去？！ #我的世界 #游戏 #MC #我的世界开学季 #我的世界中国版,@一个小立丶,短视频代运营,,
https://www.douyin.com/video/7680124785255185585,挑战单枪夺舍赚千万，辐射漏箱居然开出了金龙！#地铁逃生2周年#地铁逃生年度作者评选#苏尔南百亿撤离挑战 #来抖音精选app看精彩游戏内容,@唐泽西,短视频代运营,,
https://www.douyin.com/video/7683491071321558312,比许家印还狠？靠模仿马云一年狂揽700亿，将公司变成“后宫” #娱乐评论大赏 #财经 #马云 #人物故事 #抖音野生娱评人,@华夏名人馆,短视频代运营,,
https://www.douyin.com/video/7674201718917205299,许家印出差24小时，到底能烧掉多少钱？ #财经 #许家印 #青年创作者成长计划 #抖音独家,@李财,短视频代运营,,
https://www.douyin.com/video/7680122251018095918,大兴安岭：我国保存最完整原始森林，为何没有徒步佬敢穿越？ #大兴安岭 #鳌太线 #原始森林 #徒步 #科普新锐扶持计划,@爱唠嗑的老王,短视频代运营,,
https://www.douyin.com/video/7680728394052554024,这是许家印一生最重要的作品，却成了压垮恒大的资金黑洞 #财经 #商业 #商业故事 #商业思维 #海花岛,@钞能力大王,短视频代运营,,
https://www.douyin.com/video/7667715889022037413,【PVZ融合3.8.1挑战】冰系植物vs 战神植物 – 谁将胜出！#植物大战僵尸融合版 #pvz #游戏日常分享 #电子斗蛐蛐 #真实生活分享计划 @新日电动车 #心动新日一骑出发,@PVZNON（求关注！）,短视频代运营,,
https://www.douyin.com/video/7683802319225490724,亿人宿舍？8848米高！ #AI动画#抖音动漫同好会#跨次元剧场,@勾魂公狒狒,短视频代运营,,
https://www.douyin.com/video/7671926049323617579,共创09:3154.8万来的时候也没人告诉我巴别塔这么热闹啊！#速凌电竞 #凌熹 #抖音游戏建模作者团 #速凌宇宙,@高司令（速凌电竞）,短视频代运营,,
https://www.douyin.com/video/7655184384554847551,深度解析《人吓人》 人心叵测，恶鬼难缠，始于算计，终于人命！港式灵幻经典《人吓人》，层层反转，步步惊魂！ #僵尸片 #电影解说 #一口气看完系列 #抖音放映厅 #青年创作者成长计划,@扒恐一世,短视频代运营,,
https://www.douyin.com/video/7676712080405204234,在你k哥哥面前，你老公真一般 #无畏契约 #反炸鱼,@Kneel（无畏契约）,短视频代运营,,
https://www.douyin.com/video/7681277221696277806,那一箱金紫，一句脱口而出的台词，意外造就了影视经典名场面 #小沈阳 #王宝强 #唐人街探案,@知火电影,短视频代运营,,
https://www.douyin.com/video/7658513606794874154,最难唱的十首歌，在KTV你敢点吗？ #最难唱的歌 #音乐 #胡彦斌 #煎熬李佳薇,@徐行客,短视频代运营,,
https://www.douyin.com/video/7652338610397531411,如果把三角州的大红换成周边 #游戏 #三角州行动 #三角州 #搞笑,@啊朋大大,短视频代运营,,
https://www.douyin.com/video/7673456443063799066,那年睡衣宝宝选择了弹幕最多的打法…… #蜘蛛侠 #蜘蛛侠崭新之日 #钢铁侠 #我在抖音看动漫 #充能计划,@小天国漫杂谈,短视频代运营,,
https://www.douyin.com/video/7670146055870090559,万字解读克苏鲁神作《地狱男爵》！ #了不起的精讲团 #影视解说 #克苏鲁,@白泽电影,短视频代运营,,
https://www.douyin.com/video/7675962521446092082,这是有史以来最难的考试！ #电影解说#科幻#终极面试 #我的观影报告#惊悚,@无情电影,短视频代运营,,
