video_url,title,author,source_query,manual_relevant,manual_notes
https://www.douyin.com/video/7677521195746773235,巴基斯坦拼好车，微瑕仅报废的丰田威车用时18天居然能修成新车,@发光的二极管yoyo（赛博神医）,短视频代运营,,
https://www.douyin.com/video/7653473379428650275,《加勒比海盗》系列收官续作，特效封神与情怀拉满的双重盛宴 #奇幻 #电影解说推荐 #加勒比海盗5 #我的观影报告 #一剪到底,@黑猫君探影,短视频代运营,,
https://www.douyin.com/video/7679954530737376522,当臭猫化身极品老八测试最新老六点位！#和平精英地铁逃生 #地铁逃生灾变升级 #松下千秋 #臭猫扫号日记,@松下千秋（臭猫）,短视频代运营,,
https://www.douyin.com/video/7657911628918279474,秦始皇陵真正挖不了的原因，可能不是因为机关太危险。 而是一旦打开地宫，我们的中华文明史可能将被彻底改写#秦始皇陵 #兵马俑 #考古 #文物 #未解之谜,@古嘞个董,短视频代运营,,
https://www.douyin.com/video/7676437227152346406,注意，曾小贤要跳舞了！ 【铁杆粉丝精讲爱情公寓15】 哈哈哈哈哈#爱情公寓 #经典老剧 #电子榨菜,@影迷大周,短视频代运营,,
https://www.douyin.com/video/7679381756994161954,国漫动画电影评分排行榜，哪一个才是你心中的第一 #熊出没 #八仙 #哪吒之魔童降世 #充能计划 #动画盘点,@七七漫谈,短视频代运营,,
https://www.douyin.com/video/7673906386740333859,深度解析经典港片《古惑仔之龙争虎斗》#抖音精选 #古惑仔 #经典港片 #深度解析,@大懒儿.,短视频代运营,,
https://www.douyin.com/video/7682640469406272804,五岁孩子紧急报警床底有怪兽，警员配合的和其抓“怪兽” #美国警察执法,@大白案件,短视频代运营,,
https://www.douyin.com/video/7664265865344339226,我的世界：dream10万美元奖金赛大战花脸，全程顶级智斗！ #我的世界,@骚虎Tiger,短视频代运营,,
https://www.douyin.com/video/7655040893770124582,日本女生让我等她2年，说等她到20岁就要穿上礼服来找我。 #摄影 #东京 #樱花 #阳桃 #刘阳,@阳桃SunAndPeach,短视频代运营,,
https://www.douyin.com/video/7673460911823677297,七分钟让你爱上巅峰赛！蓝色方职业选手青剑携手三位百段大神！撞车红色方同为职业的昊昊，以及神秘露娜绝活哥！#王者荣耀#欢迎来到我的峡谷#欢快小乐乐#上分万战咖 #露娜,@执念（高分团战）,短视频代运营,,
https://www.douyin.com/video/7670125669292068134,韩国为什么遍地邪教？轰动全球的纪录片！ #纪录片,@一目十影,短视频代运营,,
https://www.douyin.com/video/7663016638723263778,千万别玩水！#都市天际线 #steam游戏 #模拟游戏,@一只小绵杨.,短视频代运营,,
https://www.douyin.com/video/7669609973059456310,终末的女武神第七战 #动漫 #二次元 #长草解说,@长草的灵魂,短视频代运营,,
https://www.douyin.com/video/7657488172200267043,深度解析港片《夺帅》，带你看懂帮派内斗背后的全员惨败！！！ #推荐电影#经典港片#精选计划,@黑白影视,短视频代运营,,
https://www.douyin.com/video/7683886131556912436,有备用锁芯的话，那我就要用手电钻咯！ #阿童木开锁 #日常vlog #第一视角 #专业的人做专业的事 #上热门,@铁臂阿童木（鄱阳开锁）,短视频代运营,,
https://www.douyin.com/video/7673428035504196915,在印度第一城市孟买体验高种姓婆罗门的生活(上) #印度 #孟买 #孟买酒店 #交换世界计划 #青年创作者成长计划,@李可真会玩儿,短视频代运营,,
https://www.douyin.com/video/7653512636880915746,1名大胃袋 VS 厨师8人联盟 暗黑大厨集体傻眼！ 《胃袋挑战》【鼓励合理饮食，拒绝浪费粮食】 #青年创作者成长计划 #综艺解说 #日本综艺 #搞笑 #搞笑解说,@丸子叨叨叨,短视频代运营,,
https://www.douyin.com/video/7681268649868414246,俄乌干仗四年了，乌克兰城市的地铁站挤满了避难的人，每天都停电 #环球旅行 #带你看世界 #乌克兰,@遨游四海一看世界,短视频代运营,,
https://www.douyin.com/video/7666367490238188810,盘点三角洲所有联动皮肤，你觉得最好看的是哪一个？ #三角洲行动 #暑期第一把三角洲 #三角洲鼠期大行动 #三角洲不可能挑战,@逸辰（三角洲行动）,短视频代运营,,
https://www.douyin.com/video/7661520145768090918,“东林三女童遇害积案”下集 #抖音精选 #深度解析#我是刑警,@老八说剧,短视频代运营,,
https://www.douyin.com/video/7673788104485915913,一秒变异！夺舍6甲5头+M7+M14+AWM，736万撤离！ #三角洲行动 #三角洲得吃就行挑战 #鼠鼠我呀得吃了 #三角洲s10裂变新赛季 #三角洲宝藏月,@苏醒（三角洲行动）,短视频代运营,,
https://www.douyin.com/video/7683105454414679350,-11《绵绵女友》 #漫剧 #漫剧推荐,@简阅动漫,短视频代运营,,
https://www.douyin.com/video/7679369073620241718,退役11年，每年白拿1400万！耐克为啥非要给刘翔养老？ #刘翔 #田径 #跨栏 #耐克 #亚洲飞人,@追风者～,短视频代运营,,
https://www.douyin.com/video/7656848782604176675,用100元在南昌过早，你们猜猜能吃到多少种美食 #南昌美食 #大士院 #南昌 #过早 #美食趣胃计划,@嘴馋小迟,短视频代运营,,
https://www.douyin.com/video/7681594543627570451,世界上最小的螃蟹，一斤居然要卖1580 #这也能开播 #豆蟹 #美食测评 #猎奇美食 #海鲜,@小文哥吃吃吃,短视频代运营,,
https://www.douyin.com/video/7656652287976790449,被调侃是公鸭嗓？她一开口，直接把雷哈娜的《Diamonds》唱成了王炸！#宋雨琦,@初小乐,短视频代运营,,
https://www.douyin.com/video/7654903277280038198,日本穷人居然喜欢住在这种地方！？ 日本的网吧竟然不是用来打游戏的...？#交换世界计划 #青年创作者成长计划 #日本 #网吧 #创作阶梯计划,@鱼十七Justin,短视频代运营,,
https://www.douyin.com/video/7652233229423938868,我要进化成速度最快的动物！ROBLOX,@麟麟七解说,短视频代运营,,
https://www.douyin.com/video/7653421565748481290,清朝嫔妃晚上侍寝，那至少得提前六个小时做准备！ #历史 #历史故事 #清朝,@毛豆小史,短视频代运营,,
https://www.douyin.com/video/7675270306654620954,一年好几度的必胜客自助，158一位，性价比极低，太差劲了 #美食测评 #必胜客 #自助餐 #抖音热点,@堂堂伞某人,短视频代运营,,
https://www.douyin.com/video/7653793425498246760,印度肯德基 来印度吃个肯德基～菜单全新版本，我当时就震惊了#印度 #来印度旅行每天都是超越自己 #青年创作扶持计划 #交换世界计划,@锋哥（足浴大神）,短视频代运营,,
https://www.douyin.com/video/7683894858397846799,“阿玛是最忠诚的伙伴没有之一” #奇幻,@硬盘电影,短视频代运营,,
https://www.douyin.com/video/7652054436138749247,韩剧精讲第二集！#韩剧 #一起追剧 #因为一个片段看了整部剧,@九命,短视频代运营,,
https://www.douyin.com/video/7679082181901225279,长安异闻录｜算命 他学会了算别人，却始终没算明白自己。从他收下第一锭银子开始，他就已经成了局中人。《长安异闻录》+【视频类赛道+AI叙事短片】 #唐朝 #人性 #瓦卡奖VACAT征集大赛 #AI创作新浪潮#AI全能艺术家计划,@Rick Dream,短视频代运营,,
https://www.douyin.com/video/7664165357497912612,现世活宝(完整版） 忽悠之王赵本山36年前的作品，生吃猴脑，修脚刀割双眼皮，爆笑之余却暗藏嫉妒讽刺。#电影解说 #喜剧电影 #赵本山 #了不起的精讲团,@西诺说影,短视频代运营,,
